season,gameId,pointsHomeEvent,pointsAwayEvent,pointsHomeOfficial,pointsAwayOfficial,residual,exact
2025-26,0022501201,117,108,117,108,0,YES
2025-26,0022501202,101,117,101,117,0,YES
2025-26,0022501203,138,89,138,89,0,YES
2025-26,0022501204,119,132,119,132,0,YES
2025-26,0022501205,115,113,115,113,0,YES
2025-26,0022501206,116,101,116,101,0,YES
2025-26,0022501207,143,120,143,120,0,YES
2025-26,0022501208,105,136,105,136,0,YES
2025-26,0022501209,126,129,126,129,0,YES
2025-26,0022501210,142,115,142,115,0,YES
2025-26,0022501211,115,105,115,105,0,YES
2025-26,0022501212,126,130,126,130,0,YES
2025-26,0022501213,126,130,126,130,0,YES
2025-26,0022501214,119,111,119,111,0,YES
2025-26,0022501215,120,127,120,127,0,YES
2025-26,0022501216,89,108,89,108,0,YES
2025-26,0022501217,120,117,120,117,0,YES
2025-26,0022501218,111,119,111,119,0,YES
2025-26,0022501219,127,82,127,82,0,YES
2025-26,0022501220,117,103,117,103,0,YES
2025-26,0022501221,136,131,136,131,0,YES
2025-26,0022501222,105,112,105,112,0,YES
2025-26,0022501223,104,114,104,114,0,YES
2025-26,0022501224,140,133,140,133,0,YES
2025-26,0022501225,128,125,128,125,0,YES
2025-26,0022501226,103,121,103,121,0,YES
2025-26,0022501227,96,106,96,106,0,YES
2025-26,0022501228,114,116,114,116,0,YES
