player,playerId,teamId,position,positionSource,primaryArchetype,archetypeConfidence,secondaryArchetype,rawDRBL,posteriorDRBL,posteriorReliability,calibrationIntercept,calibrationSlope,finalAbilityDRBL100,actualOnCourtPossessions,replacementLevelDRBL100,aboveReplacementRate,pointsPerWin,DRBL_WAA,DRBL_WAR,oldDisplayedWAR,newDisplayedWAR,warChange,oldRank,newAbilityRank,newWaaRank,newWarRank,modelVersion,calibrationVersion,replacementVersion,warFormulaVersion
Branden Carlson,1642382,1610612760,UNKNOWN,unavailable,finisher,0.9004,creator,-0.5201,0.5021,0.8369,0,5.835417,2.929963,1026,-1.488615,4.418577,38.714286,0.776494,1.171005,-0.18,1.171005,1.351005,342,80,162,221,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Keegan Murray,1631099,1610612758,UNKNOWN,unavailable,finisher,0.8762,creator,-0.0506,-0.2847,0.9816,0,5.835417,-1.661343,10655,-1.488615,-0.172728,38.714286,-4.572372,-0.475385,-0.18,-0.475385,-0.295385,343,356,490,408,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Terance Mann,1629611,1610612746,UNKNOWN,unavailable,finisher,0.8732,creator,-0.0936,-0.5124,0.9667,0,5.835417,-2.990067,5811,-1.488615,-1.501453,38.714286,-4.48808,-2.253675,-0.18,-2.253675,-2.073675,344,424,487,478,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kobe Bufkin,1641723,1610612737,UNKNOWN,unavailable,finisher,0.4848,creator,-1.0514,-0.7691,0.726,0,5.835417,-4.488019,530,-1.488615,-2.999404,38.714286,-0.614411,-0.41062,-0.19,-0.41062,-0.22062,345,480,327,400,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jerami Grant,203924,1610612757,UNKNOWN,unavailable,finisher,0.678,creator,-0.0894,-0.3004,0.969,0,5.835417,-1.752959,6242,-1.488615,-0.264344,38.714286,-2.826339,-0.426209,-0.19,-0.426209,-0.236209,346,362,450,401,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Daishen Nix,1630227,1610612750,UNKNOWN,unavailable,uncertain,0.2434,defender,-10.4191,-0.281,0.2218,0,5.835417,-1.639752,57,-1.488615,-0.151137,38.714286,-0.024142,-0.002225,-0.2,-0.002225,0.197775,347,353,251,344,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Liam Robbins,1641857,1610612749,UNKNOWN,unavailable,defender,0.7791,creator,-2.5728,-0.5568,0.5381,0,5.835417,-3.24916,233,-1.488615,-1.760545,38.714286,-0.195549,-0.105958,-0.2,-0.105958,0.094042,348,439,285,364,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Anton Watson,1641817,1610612752,UNKNOWN,unavailable,finisher,0.7397,creator,-6.2489,-0.3652,0.3243,0,5.835417,-2.131094,96,-1.488615,-0.642479,38.714286,-0.052845,-0.015932,-0.2,-0.015932,0.184068,349,394,258,347,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Pete Nance,1631250,1610612755,UNKNOWN,unavailable,finisher,0.8074,creator,-1.1933,-0.2409,0.7301,0,5.835417,-1.405752,541,-1.488615,0.082863,38.714286,-0.196442,0.011579,-0.22,0.011579,0.231579,350,335,286,340,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Alex Ducas,1642505,1610612760,UNKNOWN,unavailable,finisher,0.7578,creator,-1.2697,-0.5175,0.7187,0,5.835417,-3.019828,511,-1.488615,-1.531213,38.714286,-0.398595,-0.202109,-0.22,-0.202109,0.017891,351,427,305,377,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Emoni Bates,1641734,1610612739,UNKNOWN,unavailable,finisher,0.8721,creator,-2.1735,-1.2994,0.6016,0,5.835417,-7.58254,302,-1.488615,-6.093926,38.714286,-0.591494,-0.475371,-0.22,-0.475371,-0.255371,352,538,324,407,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Marcus Garrett,1630585,1610612766,UNKNOWN,unavailable,finisher,0.7269,creator,-2.125,-0.4033,0.6086,0,5.835417,-2.353424,311,-1.488615,-0.864809,38.714286,-0.189055,-0.069472,-0.22,-0.069472,0.150528,353,402,282,358,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Armel Traoré,1642422,1610612747,UNKNOWN,unavailable,creator,0.6743,defender,-2.4472,-0.8142,0.5789,0,5.835417,-4.751196,275,-1.488615,-3.262581,38.714286,-0.337493,-0.231752,-0.22,-0.231752,-0.011752,354,488,298,383,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Mikal Bridges,1628969,1610612752,UNKNOWN,unavailable,finisher,0.8913,creator,-0.0552,-0.3345,0.9839,0,5.835417,-1.951947,12218,-1.488615,-0.463332,38.714286,-6.160229,-1.462249,-0.22,-1.462249,-1.242249,355,379,508,459,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tre Mann,1630544,1610612766,UNKNOWN,unavailable,finisher,0.8879,creator,-0.5313,-1.097,0.867,0,5.835417,-6.401452,1304,-1.488615,-4.912837,38.714286,-2.156179,-1.654774,-0.23,-1.654774,-1.424774,356,520,431,467,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bradley Beal,203078,1610612756,UNKNOWN,unavailable,finisher,0.8285,creator,-0.0998,-0.2431,0.9723,0,5.835417,-1.41859,7020,-1.488615,0.070025,38.714286,-2.572306,0.126975,-0.23,0.126975,0.356975,357,337,439,304,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Enrique Freeman,1642402,1610612754,UNKNOWN,unavailable,finisher,0.6495,creator,-0.8946,-0.9019,0.7982,0,5.835417,-5.262962,791,-1.488615,-3.774347,38.714286,-1.075314,-0.771165,-0.24,-0.771165,-0.531165,358,496,366,426,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Killian Hayes,1630165,1610612751,UNKNOWN,unavailable,finisher,0.7165,creator,-1.0628,-1.5444,0.7722,0,5.835417,-9.012217,678,-1.488615,-7.523603,38.714286,-1.578302,-1.317602,-0.24,-1.317602,-1.077602,359,546,399,454,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ousmane Dieng,1631172,1610612760,UNKNOWN,unavailable,finisher,0.5918,defender,-0.4363,-0.7316,0.8922,0,5.835417,-4.269191,1655,-1.488615,-2.780576,38.714286,-1.82504,-1.188671,-0.24,-1.188671,-0.948671,360,474,408,447,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ulrich Chomche,1642279,1610612761,UNKNOWN,unavailable,finisher,0.6996,creator,-5.8714,-0.5426,0.3808,0,5.835417,-3.166297,123,-1.488615,-1.677682,38.714286,-0.100597,-0.053302,-0.24,-0.053302,0.186698,361,436,272,354,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Vlatko Čančar,1628427,1610612743,UNKNOWN,unavailable,finisher,0.6546,defender,-1.2921,-0.0958,0.7368,0,5.835417,-0.559033,560,-1.488615,0.929582,38.714286,-0.080864,0.134464,-0.24,0.134464,0.374464,362,281,263,301,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ziaire Williams,1630533,1610612751,UNKNOWN,unavailable,finisher,0.7132,creator,-0.1248,0,0.9688,0,5.835417,0,6216,-1.488615,1.488615,38.714286,0,2.390133,-0.26,2.390133,2.650133,363,237,237,162,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Reece Beekman,1641736,1610612744,UNKNOWN,unavailable,defender,0.7376,creator,-0.4106,-0.2171,0.9044,0,5.835417,-1.266869,1893,-1.488615,0.221746,38.714286,-0.619457,0.108426,-0.26,0.108426,0.368426,364,327,329,311,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cam Thomas,1630560,1610612751,UNKNOWN,unavailable,finisher,0.7357,creator,-0.2678,-0.0094,0.9398,0,5.835417,-0.054853,3125,-1.488615,1.433762,38.714286,-0.044277,1.157326,-0.28,1.157326,1.437326,365,240,256,224,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kevin Knox II,1628995,1610612744,UNKNOWN,unavailable,finisher,0.8738,creator,-2.4068,0.1017,0.6357,0,5.835417,0.593462,349,-1.488615,2.082077,38.714286,0.053499,0.187694,-0.28,0.187694,0.467694,366,192,219,293,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Matt Ryan,1630346,1610612752,UNKNOWN,unavailable,finisher,0.72,creator,-2.991,-0.9157,0.5851,0,5.835417,-5.343491,282,-1.488615,-3.854876,38.714286,-0.389227,-0.280794,-0.28,-0.280794,-0.000794,367,497,303,387,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
James Johnson,201949,1610612754,UNKNOWN,unavailable,finisher,0.6439,creator,-6.0973,-0.627,0.4152,0,5.835417,-3.658806,142,-1.488615,-2.170191,38.714286,-0.134201,-0.0796,-0.29,-0.0796,0.2104,368,454,276,359,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Shake Milton,1629003,1610612751,UNKNOWN,unavailable,finisher,0.8136,creator,-0.2598,-0.1984,0.9446,0,5.835417,-1.157747,3407,-1.488615,0.330868,38.714286,-1.01886,0.291176,-0.29,0.291176,0.581176,369,316,363,280,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Keaton Wallace,1630811,1610612737,UNKNOWN,unavailable,finisher,0.7313,defender,-0.4188,-0.3654,0.9135,0,5.835417,-2.132261,2112,-1.488615,-0.643646,38.714286,-1.163223,-0.351132,-0.29,-0.351132,-0.061132,370,395,373,394,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jake LaRavia,1631222,1610612763,UNKNOWN,unavailable,finisher,0.7842,creator,-0.1563,-0.2898,0.966,0,5.835417,-1.691104,5688,-1.488615,-0.202489,38.714286,-2.484612,-0.297502,-0.3,-0.297502,0.002498,371,359,438,391,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jarace Walker,1641716,1610612754,UNKNOWN,unavailable,finisher,0.8407,creator,-0.1809,-0.7015,0.9609,0,5.835417,-4.093545,4917,-1.488615,-2.60493,38.714286,-5.199104,-3.308453,-0.3,-3.308453,-3.008453,372,467,496,500,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Phillip Wheeler,1630762,1610612755,UNKNOWN,unavailable,defender,0.5855,creator,-5.2197,-0.5693,0.4624,0,5.835417,-3.322103,172,-1.488615,-1.833488,38.714286,-0.147595,-0.081458,-0.3,-0.081458,0.218542,373,441,277,361,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Rayan Rupert,1641712,1610612757,UNKNOWN,unavailable,finisher,0.6091,defender,-0.4725,-0.336,0.9082,0,5.835417,-1.9607,1978,-1.488615,-0.472085,38.714286,-1.001766,-0.241199,-0.31,-0.241199,0.068801,374,381,361,385,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jonas Valančiūnas,202685,1610612764,UNKNOWN,unavailable,finisher,0.8241,creator,-0.1591,-0.213,0.9681,0,5.835417,-1.242944,6064,-1.488615,0.245671,38.714286,-1.946881,0.384806,-0.32,0.384806,0.704806,375,324,418,269,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaylen Nowell,1629669,1610612740,UNKNOWN,unavailable,finisher,0.6696,creator,-1.4607,-0.6151,0.7677,0,5.835417,-3.589365,661,-1.488615,-2.10075,38.714286,-0.612841,-0.358678,-0.32,-0.358678,-0.038678,376,451,326,395,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kevin Love,201567,1610612748,UNKNOWN,unavailable,finisher,0.5904,creator,-0.9143,-0.2356,0.8415,0,5.835417,-1.374824,1062,-1.488615,0.113791,38.714286,-0.377138,0.031215,-0.32,0.031215,0.351215,377,333,301,329,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
David Roddy,1631223,1610612737,UNKNOWN,unavailable,finisher,0.7958,creator,-0.538,-0.4325,0.9011,0,5.835417,-2.523818,1823,-1.488615,-1.035203,38.714286,-1.188429,-0.487462,-0.33,-0.487462,-0.157462,378,408,376,409,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Yuki Kawamura,1642530,1610612763,UNKNOWN,unavailable,finisher,0.6643,creator,-2.645,-1.3644,0.6497,0,5.835417,-7.961842,371,-1.488615,-6.473228,38.714286,-0.762985,-0.620331,-0.33,-0.620331,-0.290331,379,540,343,420,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Drew Timme,1631166,1610612751,UNKNOWN,unavailable,finisher,0.7537,creator,-0.9613,-0.335,0.84,0,5.835417,-1.954865,1050,-1.488615,-0.46625,38.714286,-0.530194,-0.126455,-0.34,-0.126455,0.213545,380,380,318,369,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Taurean Prince,1627752,1610612749,UNKNOWN,unavailable,finisher,0.8745,creator,-0.1132,-0.088,0.9781,0,5.835417,-0.513517,8916,-1.488615,0.975098,38.714286,-1.182642,2.245676,-0.34,2.245676,2.585676,381,279,375,168,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Garrett Temple,202066,1610612761,UNKNOWN,unavailable,finisher,0.4394,creator,-1.0716,-0.5281,0.8252,0,5.835417,-3.081684,944,-1.488615,-1.593069,38.714286,-0.75143,-0.38845,-0.34,-0.38845,-0.04845,382,431,337,399,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Stanley Umude,1630649,1610612749,UNKNOWN,unavailable,defender,0.6714,creator,-2.9016,-0.377,0.639,0,5.835417,-2.199952,354,-1.488615,-0.711337,38.714286,-0.201162,-0.065044,-0.34,-0.065044,0.274956,383,399,287,356,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trendon Watford,1630570,1610612751,UNKNOWN,unavailable,finisher,0.7046,creator,-0.3031,0.2463,0.9473,0,5.835417,1.437263,3596,-1.488615,2.925878,38.714286,1.335011,2.717719,-0.36,2.717719,3.077719,384,147,139,150,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bryce McGowens,1631121,1610612757,UNKNOWN,unavailable,creator,0.6082,finisher,-8.8471,-0.1469,0.3865,0,5.835417,-0.857223,126,-1.488615,0.631392,38.714286,-0.027899,0.020549,-0.37,0.020549,0.390549,385,297,252,335,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Javonte Green,1629750,1610612740,UNKNOWN,unavailable,finisher,0.6962,creator,-0.2167,0,0.9626,0,5.835417,0,5154,-1.488615,1.488615,38.714286,0,1.98178,-0.37,1.98178,2.35178,386,238,238,180,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kyle Lowry,200768,1610612755,UNKNOWN,unavailable,creator,0.6392,defender,-0.4229,-0.363,0.9309,0,5.835417,-2.118256,2693,-1.488615,-0.629641,38.714286,-1.473478,-0.437984,-0.38,-0.437984,-0.057984,387,393,395,404,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Luka Garza,1630568,1610612750,UNKNOWN,unavailable,finisher,0.7265,creator,-1.2671,-0.9786,0.8224,0,5.835417,-5.710539,926,-1.488615,-4.221924,38.714286,-1.365893,-1.009834,-0.39,-1.009834,-0.619834,388,505,388,441,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Nate Williams,1631466,1610612745,UNKNOWN,unavailable,finisher,0.7233,creator,-1.8368,0.8076,0.7619,0,5.835417,4.712682,640,-1.488615,6.201297,38.714286,0.779071,1.025159,-0.39,1.025159,1.415159,389,32,161,230,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
TyTy Washington Jr.,1631102,1610612756,UNKNOWN,unavailable,creator,0.5854,defender,-2.6389,-0.4657,0.6951,0,5.835417,-2.717554,456,-1.488615,-1.228939,38.714286,-0.32009,-0.144752,-0.4,-0.144752,0.255248,390,416,297,370,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ben Sheppard,1641767,1610612754,UNKNOWN,unavailable,finisher,0.8582,creator,-0.2392,-0.125,0.9618,0,5.835417,-0.729427,5035,-1.488615,0.759188,38.714286,-0.948659,0.987364,-0.4,0.987364,1.387364,391,294,357,232,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Gui Santos,1630611,1610612744,UNKNOWN,unavailable,finisher,0.8256,creator,-0.3973,-0.0751,0.9383,0,5.835417,-0.43824,3041,-1.488615,1.050375,38.714286,-0.344237,0.825068,-0.4,0.825068,1.225068,392,271,299,245,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Marcus Bagley,1630542,1610612755,UNKNOWN,unavailable,creator,0.749,finisher,-1.1374,-0.351,0.842,0,5.835417,-2.048231,1066,-1.488615,-0.559616,38.714286,-0.563982,-0.154091,-0.4,-0.154091,0.245909,393,386,322,371,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Markelle Fultz,1628365,1610612758,UNKNOWN,unavailable,finisher,0.6855,defender,-1.6048,0.0555,0.793,0,5.835417,0.323866,766,-1.488615,1.81248,38.714286,0.06408,0.358617,-0.41,0.358617,0.768617,394,211,216,272,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
JT Thor,1630550,1610612739,UNKNOWN,unavailable,finisher,0.6245,creator,-1.2399,-0.5414,0.8329,0,5.835417,-3.159295,997,-1.488615,-1.67068,38.714286,-0.813606,-0.430246,-0.41,-0.430246,-0.020246,395,435,350,402,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Chris Livingston,1641753,1610612749,UNKNOWN,unavailable,defender,0.5031,creator,-3.058,-0.3288,0.6711,0,5.835417,-1.918685,408,-1.488615,-0.43007,38.714286,-0.202205,-0.045324,-0.42,-0.045324,0.374676,396,375,288,353,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaden Ivey,1631093,1610612765,UNKNOWN,unavailable,finisher,0.7974,creator,-0.3498,-0.5391,0.9475,0,5.835417,-3.145873,3610,-1.488615,-1.657258,38.714286,-2.93344,-1.545348,-0.42,-1.545348,-1.125348,397,433,452,464,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Spencer Jones,1642461,1610612743,UNKNOWN,unavailable,defender,0.6761,creator,-2.4546,-1.0012,0.7203,0,5.835417,-5.842419,515,-1.488615,-4.353804,38.714286,-0.777193,-0.579168,-0.42,-0.579168,-0.159168,398,509,346,414,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Joel Embiid,203954,1610612755,UNKNOWN,unavailable,finisher,0.6094,creator,-0.5517,-0.5246,0.9219,0,5.835417,-3.06126,2361,-1.488615,-1.572645,38.714286,-1.866916,-0.959081,-0.43,-0.959081,-0.529081,399,429,412,439,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Oshae Brissett,1629052,1610612755,UNKNOWN,unavailable,finisher,0.6374,creator,-2.3374,-0.5978,0.7365,0,5.835417,-3.488412,559,-1.488615,-1.999797,38.714286,-0.503696,-0.288753,-0.44,-0.288753,0.151247,400,447,316,390,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
CJ McCollum,203468,1610612740,UNKNOWN,unavailable,finisher,0.8219,creator,-0.1717,-0.2924,0.9745,0,5.835417,-1.706276,7655,-1.488615,-0.217661,38.714286,-3.37383,-0.430383,-0.44,-0.430383,0.009617,401,361,468,403,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Baylor Scheierman,1631248,1610612738,UNKNOWN,unavailable,finisher,0.7597,creator,-0.8962,-1.1892,0.8809,0,5.835417,-6.939477,1479,-1.488615,-5.450863,38.714286,-2.651085,-2.08239,-0.44,-2.08239,-1.64239,402,528,445,476,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tyson Etienne,1630623,1610612751,UNKNOWN,unavailable,creator,0.497,finisher,-2.0771,-0.5492,0.7625,0,5.835417,-3.204811,642,-1.488615,-1.716196,38.714286,-0.531455,-0.284597,-0.44,-0.284597,0.155403,403,438,319,388,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Taj Gibson,201959,1610612766,UNKNOWN,unavailable,finisher,0.7813,creator,-0.8095,-0.5351,0.8918,0,5.835417,-3.122531,1649,-1.488615,-1.633917,38.714286,-1.330014,-0.695952,-0.45,-0.695952,-0.245952,404,432,385,423,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kelly Olynyk,203482,1610612761,UNKNOWN,unavailable,finisher,0.6541,creator,-0.364,-0.3604,0.9484,0,5.835417,-2.103084,3675,-1.488615,-0.614469,38.714286,-1.996378,-0.583292,-0.45,-0.583292,-0.133292,405,392,420,415,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Pat Spencer,1630311,1610612744,UNKNOWN,unavailable,finisher,0.5579,defender,-1.2921,-0.6371,0.8383,0,5.835417,-3.717744,1037,-1.488615,-2.229129,38.714286,-0.995834,-0.597094,-0.45,-0.597094,-0.147094,406,459,360,418,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Josh Christopher,1630528,1610612748,UNKNOWN,unavailable,defender,0.5623,creator,-4.454,-1.2497,0.6008,0,5.835417,-7.29252,301,-1.488615,-5.803905,38.714286,-0.566987,-0.451248,-0.45,-0.451248,-0.001248,407,532,323,405,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ayo Dosunmu,1630245,1610612741,UNKNOWN,unavailable,finisher,0.8325,creator,-0.2245,-0.3387,0.9677,0,5.835417,-1.976456,5993,-1.488615,-0.487841,38.714286,-3.059568,-0.755181,-0.45,-0.755181,-0.305181,408,382,458,425,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaiah Stewart,1630191,1610612765,UNKNOWN,unavailable,finisher,0.82,creator,-0.2237,-0.2517,0.9681,0,5.835417,-1.468774,6066,-1.488615,0.01984,38.714286,-2.301369,0.031087,-0.45,0.031087,0.481087,409,341,436,330,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Naji Marshall,1630230,1610612742,UNKNOWN,unavailable,finisher,0.7767,creator,-0.1715,-0.2146,0.9755,0,5.835417,-1.25228,7960,-1.488615,0.236334,38.714286,-2.574799,0.485924,-0.46,0.485924,0.945924,410,325,440,262,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kobe Brown,1641738,1610612746,UNKNOWN,unavailable,finisher,0.8625,creator,-1.2887,-0.0589,0.842,0,5.835417,-0.343706,1066,-1.488615,1.144909,38.714286,-0.09464,0.315251,-0.46,0.315251,0.775251,411,260,268,275,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Gradey Dick,1641711,1610612761,UNKNOWN,unavailable,finisher,0.6946,creator,-0.209,-0.0874,0.9707,0,5.835417,-0.510015,6624,-1.488615,0.978599,38.714286,-0.872634,1.67438,-0.46,1.67438,2.13438,412,278,355,193,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cam Reddish,1629629,1610612747,UNKNOWN,unavailable,creator,0.5349,finisher,-0.554,-0.491,0.9264,0,5.835417,-2.86519,2518,-1.488615,-1.376575,38.714286,-1.863536,-0.895332,-0.46,-0.895332,-0.435332,413,422,410,434,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bennedict Mathurin,1631097,1610612754,UNKNOWN,unavailable,finisher,0.74,creator,-0.1618,-0.2738,0.9778,0,5.835417,-1.597737,8810,-1.488615,-0.109122,38.714286,-3.635884,-0.248324,-0.48,-0.248324,0.231676,414,349,476,386,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Delon Wright,1626153,1610612749,UNKNOWN,unavailable,defender,0.545,creator,-0.5615,-0.1948,0.9278,0,5.835417,-1.136739,2571,-1.488615,0.351876,38.714286,-0.754904,0.233679,-0.48,0.233679,0.713679,415,314,340,288,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Marcus Smart,203935,1610612763,UNKNOWN,unavailable,finisher,0.5117,creator,-0.4729,-0.6388,0.9394,0,5.835417,-3.727664,3098,-1.488615,-2.239049,38.714286,-2.982957,-1.791735,-0.49,-1.791735,-1.301735,416,460,453,471,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Josh Richardson,1626196,1610612748,UNKNOWN,unavailable,finisher,0.4931,creator,-2.5648,-1.1167,0.7429,0,5.835417,-6.51641,578,-1.488615,-5.027795,38.714286,-0.972893,-0.750644,-0.49,-0.750644,-0.260644,417,523,359,424,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Nic Claxton,1629651,1610612751,UNKNOWN,unavailable,finisher,0.7756,creator,-0.1947,-0.3313,0.9744,0,5.835417,-1.933274,7622,-1.488615,-0.444659,38.714286,-3.806195,-0.875436,-0.49,-0.875436,-0.385436,418,376,479,432,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Noah Clowney,1641730,1610612751,UNKNOWN,unavailable,finisher,0.6831,creator,-0.3566,0,0.9547,0,5.835417,0,4216,-1.488615,1.488615,38.714286,0,1.621107,-0.5,1.621107,2.121107,419,239,239,198,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Pacôme Dadiet,1642359,1610612752,UNKNOWN,unavailable,creator,0.4951,finisher,-3.3727,-0.6988,0.6918,0,5.835417,-4.077789,449,-1.488615,-2.589174,38.714286,-0.472933,-0.300287,-0.5,-0.300287,0.199713,420,466,310,392,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Brandon Ingram,1627742,1610612740,UNKNOWN,unavailable,finisher,0.8618,creator,-0.6305,-1.0283,0.9244,0,5.835417,-6.000559,2446,-1.488615,-4.511944,38.714286,-3.791202,-2.850683,-0.51,-2.850683,-2.340683,421,514,478,492,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jarred Vanderbilt,1629020,1610612747,UNKNOWN,unavailable,finisher,0.5595,creator,-0.66,-0.3226,0.9217,0,5.835417,-1.882505,2355,-1.488615,-0.393891,38.714286,-1.145133,-0.239605,-0.52,-0.239605,0.280395,422,370,371,384,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Reggie Jackson,202704,1610612755,UNKNOWN,unavailable,finisher,0.6742,creator,-0.9989,-0.3235,0.8866,0,5.835417,-1.887757,1564,-1.488615,-0.399142,38.714286,-0.762626,-0.161248,-0.52,-0.161248,0.358752,423,372,342,373,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Oso Ighodaro,1642345,1610612756,UNKNOWN,unavailable,finisher,0.817,creator,-0.374,-0.3342,0.9548,0,5.835417,-1.950196,4222,-1.488615,-0.461581,38.714286,-2.126793,-0.503379,-0.53,-0.503379,0.026621,424,378,429,410,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
